LineId,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,ParameterList
1071788,2022-01-17,19:50:03.615,190183,INFO,neutron.agent.securitygroups_rpc,req-ee52af2e-f811-40ab-aa68-ead34cd1e859 - - - - -,Refresh firewall rules,94cdcc95,Refresh firewall rules,[]
1071789,2022-01-17,19:50:03.900,190183,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-ee52af2e-f811-40ab-aa68-ead34cd1e859 - - - - -,Port tap20230a5b-c5 updated. Details: {},234d77db,Port <*> updated. Details: {},['tap20230a5b-c5']
1071790,2022-01-17,19:53:32.985,190183,INFO,neutron.plugins.ml2.drivers.agent._common_agent,-,Stopping Linux bridge agent agent.,70396318,Stopping Linux bridge agent agent.,[]
1071791,2022-01-17,19:53:32.994,190183,INFO,oslo_rootwrap.client,-,Stopping rootwrap daemon process with pid=190200,25a2902d,Stopping rootwrap daemon process with <*>,['pid=190200']
1071792,2022-01-17,19:55:40.036,52968,INFO,neutron.common.config,-,Logging enabled!,48f9f2a1,Logging enabled!,[]
1071793,2022-01-17,19:55:40.036,52968,INFO,neutron.common.config,-,/usr/bin/neutron-linuxbridge-agent version 8.1.2,9dacc4e2,/usr/bin/neutron-linuxbridge-agent version 8.1.2,[]
1071794,2022-01-17,19:55:40.037,52968,INFO,neutron.plugins.ml2.drivers.linuxbridge.agent.linuxbridge_neutron_agent,-,Interface mappings: {'provider': 'ens3f1'},39e5ca6f,Interface mappings: {'provider': 'ens3f1'},[]
1071795,2022-01-17,19:55:40.037,52968,INFO,neutron.plugins.ml2.drivers.linuxbridge.agent.linuxbridge_neutron_agent,-,Bridge mappings: {},6a565929,Bridge mappings: {},[]
1071796,2022-01-17,19:55:40.318,52968,INFO,oslo_rootwrap.client,-,Spawned new rootwrap daemon process with pid=52987,856d2ba6,Spawned new rootwrap daemon process with <*>,['pid=52987']
1071797,2022-01-17,19:55:40.473,52968,INFO,neutron.plugins.ml2.drivers.linuxbridge.agent.linuxbridge_neutron_agent,-,"Agent initialized successfully, now running...",08c978a5,"Agent initialized successfully, now running...",[]
1071798,2022-01-17,19:55:40.518,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,RPC agent_id: lb6c92bfcf4e78,0d0aebe7,RPC agent_id: <*>,['lb6c92bfcf4e78']
1071799,2022-01-17,19:55:40.533,52968,INFO,neutron.agent.l2.extensions.manager,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Loaded agent extensions: [],606c6907,Loaded agent extensions: [],[]
1071800,2022-01-17,19:55:40.638,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,-,Linux bridge agent Agent has just been revived. Doing a full sync.,2285ef69,Linux bridge agent Agent has just been revived. Doing a full sync.,[]
1071801,2022-01-17,19:55:40.710,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Linux bridge agent Agent RPC Daemon Started!,20b2b9f9,Linux bridge agent Agent RPC Daemon Started!,[]
1071802,2022-01-17,19:55:40.711,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Linux bridge agent Agent out of sync with plugin!,748908de,Linux bridge agent Agent out of sync with plugin!,[]
1071803,2022-01-17,19:55:40.727,52968,INFO,neutron.plugins.ml2.drivers.linuxbridge.agent.arp_protect,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Clearing orphaned ARP spoofing entries for devices [],b65f12dc,Clearing orphaned ARP spoofing entries for devices <*>,['[]']
1071804,2022-01-17,19:55:40.729,52968,INFO,neutron.agent.securitygroups_rpc,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,"Preparing filters for devices set(['tapbcf38fa6-20', 'tapd4ec5b9d-cc', 'tap20230a5b-c5', 'tapcfa3406f-12', 'tapfd7e6a93-ff'])",f8bb75d0,"Preparing filters for devices <*> 'tapd4ec5b9d-cc', 'tap20230a5b-c5', <*> <*>","[""set(['tapbcf38fa6-20',"", ""'tapcfa3406f-12', 'tapfd7e6a93-ff'])""]"
1071805,2022-01-17,19:55:41.356,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Port tapbcf38fa6-20 updated. Details: {},234d77db,Port <*> updated. Details: {},['tapbcf38fa6-20']
1071806,2022-01-17,19:55:41.724,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Port tapd4ec5b9d-cc updated. Details: {},234d77db,Port <*> updated. Details: {},['tapd4ec5b9d-cc']
1071807,2022-01-17,19:55:42.032,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Port tap20230a5b-c5 updated. Details: {},234d77db,Port <*> updated. Details: {},['tap20230a5b-c5']
1071808,2022-01-17,19:55:42.342,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Port tapcfa3406f-12 updated. Details: {},234d77db,Port <*> updated. Details: {},['tapcfa3406f-12']
1071809,2022-01-17,19:55:42.635,52968,INFO,neutron.plugins.ml2.drivers.agent._common_agent,req-cb8d701c-612d-4430-984b-7c5f4484d107 - - - - -,Port tapfd7e6a93-ff updated. Details: {},234d77db,Port <*> updated. Details: {},['tapfd7e6a93-ff']
